communication_id,customer_id,client_id,sent_date,channel,message_type,ab_test_group,message_tone,delivered_flag,opened_or_clicked_flag,days_after_upload
COMM0000258,DCUST000130,DSC001,2022-06-18,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0000259,DCUST000130,DSC001,2022-06-30,SMS,Reminder 1,Not Applicable,Informational,1,0,14
COMM0000260,DCUST000130,DSC001,2022-07-09,Letter,Reminder 2,Not Applicable,Informational,1,0,23
COMM0000261,DCUST000130,DSC001,2022-07-02,Letter,Agent Follow-up,Not Applicable,Informational,1,0,16
COMM0000262,DCUST000131,DSC004,2022-07-29,SMS,Initial Invite,Not Applicable,Informational,1,1,2
COMM0000263,DCUST000131,DSC004,2022-08-02,SMS,Reminder 1,Not Applicable,Supportive,1,1,6
COMM0000264,DCUST000132,DSC006,2022-08-22,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0000265,DCUST000132,DSC006,2022-08-30,SMS,Reminder 1,Not Applicable,Direct,1,0,8
COMM0000266,DCUST000132,DSC006,2022-09-12,SMS,Reminder 2,Not Applicable,Informational,1,0,21
COMM0000267,DCUST000133,DSC002,2022-08-25,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0000268,DCUST000133,DSC002,2022-08-29,SMS,Reminder 1,Not Applicable,Supportive,1,0,6
COMM0000269,DCUST000134,DSC002,2023-03-01,SMS,Initial Invite,Control,Direct,1,0,2
COMM0000270,DCUST000134,DSC002,2023-03-09,SMS,Reminder 1,Variant,Supportive,1,0,10
COMM0000271,DCUST000134,DSC002,2023-03-15,SMS,Reminder 2,Variant,Supportive,1,0,16
COMM0000272,DCUST000135,DSC010,2022-11-21,SMS,Initial Invite,Not Applicable,Direct,1,1,2
COMM0000273,DCUST000135,DSC010,2022-11-30,SMS,Reminder 1,Not Applicable,Informational,1,0,11
COMM0000274,DCUST000136,DSC006,2023-04-04,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0000275,DCUST000137,DSC001,2022-11-15,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0000276,DCUST000137,DSC001,2022-11-21,SMS,Reminder 1,Not Applicable,Direct,1,0,6
COMM0000277,DCUST000138,DSC010,2023-02-03,SMS,Initial Invite,Control,Direct,1,0,1
COMM0000278,DCUST000138,DSC010,2023-02-15,SMS,Reminder 1,Variant,Supportive,1,1,13
COMM0000279,DCUST000138,DSC010,2023-02-26,Letter,Reminder 2,Not Applicable,Informational,1,0,24
COMM0000280,DCUST000138,DSC010,2023-02-16,Agent Referral,Agent Follow-up,Not Applicable,Agent-Assisted,1,1,14
COMM0000281,DCUST000139,DSC001,2022-08-27,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0000282,DCUST000140,DSC002,2022-06-30,SMS,Initial Invite,Not Applicable,Informational,0,0,2
COMM0000283,DCUST000141,DSC009,2023-05-29,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0000284,DCUST000141,DSC009,2023-05-30,SMS,Reminder 1,Not Applicable,Supportive,1,0,2
COMM0000285,DCUST000142,DSC001,2022-07-08,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0000286,DCUST000143,DSC008,2023-02-28,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0000287,DCUST000143,DSC008,2023-03-08,SMS,Reminder 1,Variant,Supportive,1,1,8
COMM0000288,DCUST000144,DSC001,2023-04-21,SMS,Initial Invite,Not Applicable,Direct,1,1,2
COMM0000289,DCUST000144,DSC001,2023-04-28,Email,Reminder 1,Not Applicable,Informational,1,0,9
COMM0000290,DCUST000145,DSC001,2023-04-13,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0000291,DCUST000146,DSC007,2023-05-23,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0000292,DCUST000146,DSC007,2023-05-26,Letter,Reminder 1,Not Applicable,Informational,1,0,5
COMM0000293,DCUST000146,DSC007,2023-05-30,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,9
COMM0000294,DCUST000147,DSC008,2023-05-29,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0000295,DCUST000147,DSC008,2023-05-30,SMS,Reminder 1,Not Applicable,Supportive,1,1,3
COMM0000296,DCUST000147,DSC008,2023-05-27,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,0
COMM0000297,DCUST000148,DSC004,2023-03-28,Email,Initial Invite,Not Applicable,Direct,1,0,0
COMM0000298,DCUST000148,DSC004,2023-04-06,Email,Reminder 1,Not Applicable,Informational,1,0,9
COMM0000299,DCUST000149,DSC001,2022-06-26,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0000300,DCUST000149,DSC001,2022-07-01,SMS,Reminder 1,Not Applicable,Informational,1,0,5
COMM0000301,DCUST000149,DSC001,2022-07-05,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,1,9
COMM0000302,DCUST000149,DSC001,2022-07-23,Agent Referral,Agent Follow-up,Not Applicable,Agent-Assisted,1,1,27
COMM0000303,DCUST000150,DSC002,2022-08-17,Email,Initial Invite,Not Applicable,Informational,1,0,1
COMM0000304,DCUST000151,DSC001,2023-03-30,Email,Initial Invite,Not Applicable,Direct,1,0,0
COMM0000305,DCUST000151,DSC001,2023-04-05,Email,Reminder 1,Not Applicable,Informational,1,0,6
COMM0000306,DCUST000151,DSC001,2023-04-18,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,19
COMM0000307,DCUST000152,DSC003,2023-03-29,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0000308,DCUST000152,DSC003,2023-04-05,SMS,Reminder 1,Not Applicable,Supportive,1,0,8
COMM0000309,DCUST000153,DSC006,2023-02-22,Email,Initial Invite,Not Applicable,Informational,0,0,1
COMM0000310,DCUST000153,DSC006,2023-03-05,Email,Reminder 1,Not Applicable,Informational,1,0,12
COMM0000311,DCUST000154,DSC002,2023-02-18,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0000312,DCUST000155,DSC005,2022-12-24,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0000313,DCUST000156,DSC009,2022-08-04,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0000314,DCUST000156,DSC009,2022-08-08,Email,Reminder 1,Not Applicable,Informational,1,0,5
COMM0000315,DCUST000157,DSC004,2022-07-01,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0000316,DCUST000157,DSC004,2022-07-09,SMS,Reminder 1,Not Applicable,Supportive,1,0,8
COMM0000317,DCUST000157,DSC004,2022-07-22,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,1,21
COMM0000318,DCUST000158,DSC001,2023-05-24,SMS,Initial Invite,Not Applicable,Supportive,1,1,2
COMM0000319,DCUST000159,DSC009,2023-03-30,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0000320,DCUST000160,DSC009,2022-06-04,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0000321,DCUST000160,DSC009,2022-06-16,SMS,Reminder 1,Not Applicable,Supportive,1,0,12
COMM0000322,DCUST000161,DSC001,2023-01-02,SMS,Initial Invite,Control,Direct,1,1,0
COMM0000323,DCUST000162,DSC008,2023-03-08,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0000324,DCUST000163,DSC002,2022-09-07,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0000325,DCUST000164,DSC001,2023-03-10,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0000326,DCUST000165,DSC001,2022-07-26,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0000327,DCUST000165,DSC001,2022-08-01,SMS,Reminder 1,Not Applicable,Direct,1,1,7
COMM0000328,DCUST000166,DSC007,2022-09-12,Email,Initial Invite,Not Applicable,Informational,1,1,1
COMM0000329,DCUST000167,DSC001,2023-05-31,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0000330,DCUST000167,DSC001,2023-05-29,Letter,Reminder 1,Not Applicable,Informational,1,0,-1
COMM0000331,DCUST000168,DSC007,2023-02-12,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0000332,DCUST000168,DSC007,2023-02-22,Email,Reminder 1,Not Applicable,Supportive,1,0,10
COMM0000333,DCUST000169,DSC002,2022-09-16,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0000334,DCUST000170,DSC003,2022-09-23,Email,Initial Invite,Not Applicable,Informational,1,0,1
COMM0000335,DCUST000170,DSC003,2022-10-01,SMS,Reminder 1,Not Applicable,Informational,1,1,9
COMM0000336,DCUST000171,DSC001,2022-06-05,SMS,Initial Invite,Not Applicable,Direct,0,0,1
COMM0000337,DCUST000172,DSC005,2022-12-20,SMS,Initial Invite,Not Applicable,Supportive,1,1,2
COMM0000338,DCUST000172,DSC005,2022-12-25,SMS,Reminder 1,Not Applicable,Direct,1,1,7
COMM0000339,DCUST000173,DSC004,2023-05-05,SMS,Initial Invite,Not Applicable,Informational,1,1,2
COMM0000340,DCUST000174,DSC003,2023-02-15,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0000341,DCUST000175,DSC007,2023-01-27,SMS,Initial Invite,Control,Direct,1,0,0
COMM0000342,DCUST000175,DSC007,2023-02-09,Letter,Reminder 1,Not Applicable,Informational,1,0,13
COMM0000343,DCUST000175,DSC007,2023-02-08,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,12
COMM0000344,DCUST000176,DSC004,2022-10-07,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0000345,DCUST000177,DSC006,2023-02-11,Email,Initial Invite,Not Applicable,Direct,0,0,2
COMM0000346,DCUST000178,DSC007,2023-02-23,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0000347,DCUST000178,DSC007,2023-02-27,Email,Reminder 1,Not Applicable,Informational,1,0,5
COMM0000348,DCUST000179,DSC005,2023-04-21,Email,Initial Invite,Not Applicable,Supportive,0,0,2
COMM0000349,DCUST000180,DSC010,2023-05-28,Email,Initial Invite,Not Applicable,Informational,1,1,2
COMM0000350,DCUST000180,DSC010,2023-05-27,SMS,Reminder 1,Not Applicable,Supportive,1,1,1
COMM0000351,DCUST000181,DSC005,2023-01-13,SMS,Initial Invite,Variant,Supportive,1,0,2
COMM0000352,DCUST000181,DSC005,2023-01-20,SMS,Reminder 1,Control,Direct,1,0,9
COMM0000353,DCUST000182,DSC002,2022-07-12,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0000354,DCUST000183,DSC005,2022-08-23,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0000355,DCUST000183,DSC005,2022-08-28,Email,Reminder 1,Not Applicable,Informational,1,0,7
COMM0000356,DCUST000183,DSC005,2022-09-02,Letter,Reminder 2,Not Applicable,Informational,1,1,12
COMM0000357,DCUST000184,DSC002,2022-09-26,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0000358,DCUST000184,DSC002,2022-10-01,SMS,Reminder 1,Not Applicable,Supportive,1,0,5
COMM0000359,DCUST000185,DSC001,2023-05-16,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0000360,DCUST000185,DSC001,2023-05-28,Letter,Reminder 1,Not Applicable,Informational,1,0,13
COMM0000361,DCUST000186,DSC007,2023-02-15,Letter,Initial Invite,Not Applicable,Informational,1,0,2
COMM0000362,DCUST000186,DSC007,2023-02-20,SMS,Reminder 1,Control,Direct,1,0,7
COMM0000363,DCUST000186,DSC007,2023-03-01,Letter,Reminder 2,Not Applicable,Informational,1,0,16
COMM0000364,DCUST000187,DSC002,2023-01-17,SMS,Initial Invite,Control,Direct,1,1,0
COMM0000365,DCUST000187,DSC002,2023-01-30,Email,Reminder 1,Not Applicable,Direct,1,0,13
COMM0000366,DCUST000188,DSC002,2022-09-04,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0000367,DCUST000189,DSC010,2022-11-06,SMS,Initial Invite,Not Applicable,Direct,1,0,2
COMM0000368,DCUST000190,DSC003,2023-05-18,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0000369,DCUST000191,DSC003,2022-10-21,Email,Initial Invite,Not Applicable,Supportive,1,1,1
COMM0000370,DCUST000191,DSC003,2022-10-28,SMS,Reminder 1,Not Applicable,Direct,1,1,8
COMM0000371,DCUST000192,DSC009,2022-10-14,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0000372,DCUST000192,DSC009,2022-10-21,SMS,Reminder 1,Not Applicable,Direct,1,1,7
COMM0000373,DCUST000193,DSC007,2022-10-25,Email,Initial Invite,Not Applicable,Informational,1,0,0
COMM0000374,DCUST000193,DSC007,2022-11-04,SMS,Reminder 1,Not Applicable,Supportive,1,0,10
COMM0000375,DCUST000194,DSC008,2022-10-14,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0000376,DCUST000195,DSC004,2022-06-14,SMS,Initial Invite,Not Applicable,Supportive,1,1,1
COMM0000377,DCUST000196,DSC002,2023-03-28,SMS,Initial Invite,Control,Direct,1,0,1
COMM0000378,DCUST000197,DSC001,2023-03-03,SMS,Initial Invite,Control,Direct,0,0,0
COMM0000379,DCUST000197,DSC001,2023-03-15,SMS,Reminder 1,Variant,Supportive,1,0,12
COMM0000380,DCUST000198,DSC001,2023-05-11,SMS,Initial Invite,Not Applicable,Direct,0,0,1
COMM0000381,DCUST000199,DSC001,2022-06-24,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0000382,DCUST000199,DSC001,2022-06-29,Email,Reminder 1,Not Applicable,Informational,1,0,7
COMM0000383,DCUST000200,DSC002,2022-09-20,Email,Initial Invite,Not Applicable,Supportive,0,0,1
COMM0000384,DCUST000200,DSC002,2022-09-26,SMS,Reminder 1,Not Applicable,Direct,1,1,7
COMM0000385,DCUST000200,DSC002,2022-10-09,Email,Reminder 2,Not Applicable,Informational,0,0,20
COMM0000386,DCUST000200,DSC002,2022-10-07,Letter,Agent Follow-up,Not Applicable,Informational,0,0,18
COMM0000387,DCUST000201,DSC007,2022-09-05,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0000388,DCUST000202,DSC002,2023-05-18,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0000389,DCUST000203,DSC003,2022-11-27,SMS,Initial Invite,Not Applicable,Informational,1,0,0
COMM0000390,DCUST000203,DSC003,2022-12-10,SMS,Reminder 1,Not Applicable,Supportive,1,0,13
COMM0000391,DCUST000204,DSC004,2023-02-19,SMS,Initial Invite,Variant,Supportive,1,0,1
COMM0000392,DCUST000205,DSC002,2022-06-25,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0000393,DCUST000206,DSC001,2022-11-06,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0000394,DCUST000206,DSC001,2022-11-12,SMS,Reminder 1,Not Applicable,Informational,1,0,7
COMM0000395,DCUST000206,DSC001,2022-11-17,Letter,Reminder 2,Not Applicable,Informational,1,0,12
COMM0000396,DCUST000207,DSC002,2022-06-03,Letter,Initial Invite,Not Applicable,Informational,1,0,2
COMM0000397,DCUST000208,DSC008,2023-05-26,Email,Initial Invite,Not Applicable,Supportive,0,0,1
COMM0000398,DCUST000208,DSC008,2023-05-30,Email,Reminder 1,Not Applicable,Direct,1,0,5
COMM0000399,DCUST000208,DSC008,2023-05-29,SMS,Reminder 2,Not Applicable,Informational,1,0,4
COMM0000400,DCUST000209,DSC010,2022-09-04,SMS,Initial Invite,Not Applicable,Supportive,0,0,0
COMM0000401,DCUST000209,DSC010,2022-09-12,SMS,Reminder 1,Not Applicable,Direct,1,1,8
COMM0000402,DCUST000210,DSC003,2023-05-12,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0000403,DCUST000210,DSC003,2023-05-23,Email,Reminder 1,Not Applicable,Informational,1,0,12
COMM0000404,DCUST000211,DSC004,2022-08-10,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0000405,DCUST000211,DSC004,2022-08-16,SMS,Reminder 1,Not Applicable,Supportive,1,1,7
COMM0000406,DCUST000212,DSC002,2022-08-03,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0000407,DCUST000212,DSC002,2022-08-13,Email,Reminder 1,Not Applicable,Informational,1,1,11
COMM0000408,DCUST000212,DSC002,2022-08-17,Email,Reminder 2,Not Applicable,Supportive,1,0,15
COMM0000409,DCUST000213,DSC003,2023-02-17,SMS,Initial Invite,Variant,Supportive,1,0,1
COMM0000410,DCUST000214,DSC006,2022-08-29,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0000411,DCUST000215,DSC007,2022-11-07,SMS,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0000412,DCUST000215,DSC007,2022-11-18,SMS,Reminder 1,Not Applicable,Supportive,1,0,12
COMM0000413,DCUST000216,DSC002,2022-10-19,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0000414,DCUST000216,DSC002,2022-10-22,SMS,Reminder 1,Not Applicable,Informational,1,1,5
COMM0000415,DCUST000217,DSC001,2023-04-23,SMS,Initial Invite,Not Applicable,Direct,1,0,0
COMM0000416,DCUST000217,DSC001,2023-05-07,Email,Reminder 1,Not Applicable,Informational,1,1,14
COMM0000417,DCUST000217,DSC001,2023-05-06,Email,Reminder 2,Not Applicable,Informational,1,1,13
COMM0000418,DCUST000218,DSC006,2023-05-05,SMS,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0000419,DCUST000219,DSC003,2023-02-16,Letter,Initial Invite,Not Applicable,Informational,1,0,1
COMM0000420,DCUST000220,DSC009,2023-02-06,SMS,Initial Invite,Variant,Supportive,1,1,0
COMM0000421,DCUST000221,DSC003,2022-09-15,Email,Initial Invite,Not Applicable,Supportive,1,0,1
COMM0000422,DCUST000222,DSC001,2022-06-14,Email,Initial Invite,Not Applicable,Direct,0,0,1
COMM0000423,DCUST000222,DSC001,2022-06-21,SMS,Reminder 1,Not Applicable,Direct,1,1,8
COMM0000424,DCUST000222,DSC001,2022-07-09,Agent Referral,Reminder 2,Not Applicable,Agent-Assisted,1,0,26
COMM0000425,DCUST000222,DSC001,2022-07-19,Agent Referral,Agent Follow-up,Not Applicable,Agent-Assisted,1,0,36
COMM0000426,DCUST000223,DSC006,2022-12-05,Email,Initial Invite,Not Applicable,Direct,1,0,1
COMM0000427,DCUST000223,DSC006,2022-12-16,Email,Reminder 1,Not Applicable,Informational,1,0,12
COMM0000428,DCUST000223,DSC006,2022-12-26,SMS,Reminder 2,Not Applicable,Supportive,1,0,22
COMM0000429,DCUST000224,DSC010,2022-06-12,SMS,Initial Invite,Not Applicable,Direct,1,1,1
COMM0000430,DCUST000224,DSC010,2022-06-21,SMS,Reminder 1,Not Applicable,Direct,0,0,10
COMM0000431,DCUST000225,DSC004,2023-01-16,Email,Initial Invite,Not Applicable,Informational,1,1,0
COMM0000432,DCUST000225,DSC004,2023-01-29,SMS,Reminder 1,Control,Direct,1,0,13
COMM0000433,DCUST000225,DSC004,2023-01-24,SMS,Reminder 2,Variant,Supportive,1,1,8
COMM0000434,DCUST000226,DSC010,2022-11-14,SMS,Initial Invite,Not Applicable,Direct,1,1,2
COMM0000435,DCUST000227,DSC001,2022-09-09,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0000436,DCUST000227,DSC001,2022-09-19,SMS,Reminder 1,Not Applicable,Informational,1,0,11
COMM0000437,DCUST000228,DSC002,2023-01-14,SMS,Initial Invite,Control,Direct,1,0,2
COMM0000438,DCUST000228,DSC002,2023-01-19,Email,Reminder 1,Not Applicable,Direct,1,0,7
COMM0000439,DCUST000229,DSC002,2022-07-21,SMS,Initial Invite,Not Applicable,Direct,1,1,2
COMM0000440,DCUST000229,DSC002,2022-07-26,Email,Reminder 1,Not Applicable,Supportive,1,0,7
COMM0000441,DCUST000230,DSC003,2022-10-05,Email,Initial Invite,Not Applicable,Direct,1,1,1
COMM0000442,DCUST000230,DSC003,2022-10-08,Letter,Reminder 1,Not Applicable,Informational,1,0,4
COMM0000443,DCUST000230,DSC003,2022-10-26,SMS,Reminder 2,Not Applicable,Informational,1,0,22
COMM0000444,DCUST000231,DSC008,2022-06-14,Letter,Initial Invite,Not Applicable,Informational,1,1,0
COMM0000445,DCUST000232,DSC010,2023-04-30,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0000446,DCUST000232,DSC010,2023-05-12,SMS,Reminder 1,Not Applicable,Supportive,1,1,13
COMM0000447,DCUST000233,DSC004,2023-02-04,Email,Initial Invite,Not Applicable,Supportive,0,0,1
COMM0000448,DCUST000233,DSC004,2023-02-14,Email,Reminder 1,Not Applicable,Direct,1,0,11
COMM0000449,DCUST000234,DSC006,2023-02-17,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0000450,DCUST000234,DSC006,2023-02-25,SMS,Reminder 1,Not Applicable,Informational,1,0,10
COMM0000451,DCUST000234,DSC006,2023-03-01,Email,Reminder 2,Not Applicable,Informational,1,0,14
COMM0000452,DCUST000234,DSC006,2023-03-14,SMS,Agent Follow-up,Not Applicable,Supportive,1,0,27
COMM0000453,DCUST000235,DSC005,2023-01-04,Letter,Initial Invite,Not Applicable,Informational,1,0,0
COMM0000454,DCUST000236,DSC008,2023-04-19,SMS,Initial Invite,Not Applicable,Informational,1,0,2
COMM0000455,DCUST000237,DSC001,2022-07-23,Letter,Initial Invite,Not Applicable,Informational,1,0,2
COMM0000456,DCUST000238,DSC005,2023-02-14,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0000457,DCUST000239,DSC007,2022-10-06,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0000458,DCUST000240,DSC007,2023-03-04,SMS,Initial Invite,Control,Direct,1,0,0
COMM0000459,DCUST000241,DSC007,2023-02-12,SMS,Initial Invite,Variant,Supportive,1,0,0
COMM0000460,DCUST000241,DSC007,2023-02-18,Letter,Reminder 1,Not Applicable,Informational,1,0,6
COMM0000461,DCUST000241,DSC007,2023-02-26,Letter,Reminder 2,Not Applicable,Informational,1,0,14
COMM0000462,DCUST000242,DSC010,2022-09-14,SMS,Initial Invite,Not Applicable,Direct,1,0,1
COMM0000463,DCUST000242,DSC010,2022-09-21,Email,Reminder 1,Not Applicable,Informational,1,1,8
COMM0000464,DCUST000243,DSC001,2023-01-20,Email,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0000465,DCUST000244,DSC001,2022-11-11,SMS,Initial Invite,Not Applicable,Informational,1,1,2
COMM0000466,DCUST000244,DSC001,2022-11-18,Email,Reminder 1,Not Applicable,Informational,0,0,9
COMM0000467,DCUST000245,DSC001,2022-06-07,SMS,Initial Invite,Not Applicable,Supportive,1,1,1
COMM0000468,DCUST000245,DSC001,2022-06-11,SMS,Reminder 1,Not Applicable,Supportive,1,0,5
COMM0000469,DCUST000246,DSC005,2022-07-15,Email,Initial Invite,Not Applicable,Informational,1,1,1
COMM0000470,DCUST000246,DSC005,2022-07-19,Email,Reminder 1,Not Applicable,Informational,1,0,5
COMM0000471,DCUST000247,DSC003,2022-10-27,Email,Initial Invite,Not Applicable,Informational,1,0,2
COMM0000472,DCUST000247,DSC003,2022-10-29,SMS,Reminder 1,Not Applicable,Supportive,1,0,4
COMM0000473,DCUST000248,DSC001,2023-04-22,Email,Initial Invite,Not Applicable,Supportive,0,0,1
COMM0000474,DCUST000249,DSC002,2022-08-10,SMS,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0000475,DCUST000249,DSC002,2022-08-20,SMS,Reminder 1,Not Applicable,Informational,1,1,10
COMM0000476,DCUST000249,DSC002,2022-08-24,Email,Reminder 2,Not Applicable,Supportive,1,1,14
COMM0000477,DCUST000250,DSC003,2023-02-22,SMS,Initial Invite,Control,Direct,1,0,2
COMM0000478,DCUST000250,DSC003,2023-02-25,Letter,Reminder 1,Not Applicable,Informational,1,0,5
COMM0000479,DCUST000250,DSC003,2023-03-06,Letter,Reminder 2,Not Applicable,Informational,1,0,14
COMM0000480,DCUST000251,DSC004,2023-01-13,Email,Initial Invite,Not Applicable,Supportive,1,0,2
COMM0000481,DCUST000251,DSC004,2023-01-19,SMS,Reminder 1,Control,Direct,1,0,8
COMM0000482,DCUST000251,DSC004,2023-01-27,Letter,Reminder 2,Not Applicable,Informational,1,1,16
COMM0000483,DCUST000252,DSC007,2023-03-22,SMS,Initial Invite,Control,Direct,1,0,1
COMM0000484,DCUST000252,DSC007,2023-03-29,Email,Reminder 1,Not Applicable,Supportive,1,0,8
COMM0000485,DCUST000253,DSC004,2023-01-15,SMS,Initial Invite,Control,Direct,1,1,1
COMM0000486,DCUST000254,DSC007,2023-02-27,SMS,Initial Invite,Not Applicable,Supportive,1,0,0
COMM0000487,DCUST000254,DSC007,2023-03-05,Email,Reminder 1,Not Applicable,Direct,1,0,6
